Transaction_ID,Customer_ID,Country,Transaction_Amount,Transaction_Timestamp,Merchant_Category,Location_Type,Device_Type,Customer_Avg_Amount,Customer_Amount_Std,Normal_Peak_Hour,Is_New_Device,Fraud_Label
911,IN_CUST_0005,India,3011.26,13-01-2024 16:56,Travel,Domestic,Laptop,2782.21,957.03,20,No,0
1719,FR_CUST_0047,France,11868.65,13-01-2024 20:09,Fuel,Domestic,Tablet,18807.16,5481.9,19,No,0
2553,GE_CUST_0070,Germany,42522.29,04-01-2024 09:01,Healthcare,Domestic,Mobile,37661.01,6937.81,11,No,0
2985,GE_CUST_0032,Germany,13392.05,11-01-2024 10:15,Healthcare,Domestic,POS,11723.16,2712.92,10,No,0
2164,GE_CUST_0023,Germany,89842.89,08-01-2024 01:56,Travel,International,Laptop,22156.12,6260.37,17,Yes,1
597,IN_CUST_0062,India,30162.58,30-01-2024 04:15,Fuel,International,Laptop,7727.27,1944.49,11,Yes,1
1951,FR_CUST_0073,France,100000,27-01-2024 04:16,Travel,International,POS,35614.17,6234.05,11,Yes,1
3765,SP_CUST_0072,Spain,71397.47,05-01-2024 04:50,Travel,International,POS,21730.62,7576.28,9,Yes,1
297,IN_CUST_0036,India,16529.6,28-01-2024 01:09,Electronics,International,POS,3536.48,1033.12,18,Yes,1
3717,SP_CUST_0021,Spain,24850.24,13-01-2024 11:40,Healthcare,Domestic,POS,17627.59,5922.67,14,No,0
508,IN_CUST_0027,India,41266.97,14-01-2024 01:32,Healthcare,International,Tablet,9551.2,1443.23,19,Yes,1
2865,GE_CUST_0002,Germany,2936.61,19-01-2024 20:19,Groceries,Domestic,Tablet,2060.85,425.86,18,No,0
8,IN_CUST_0020,India,36583.08,07-01-2024 09:48,Travel,Domestic,Mobile,31455.05,10628.65,12,No,0
2253,GE_CUST_0050,Germany,13002.51,23-01-2024 17:19,Fashion,Domestic,Mobile,15364.97,3974.87,12,No,0
3055,SP_CUST_0063,Spain,65314.81,24-01-2024 01:14,Travel,International,Mobile,17839.72,4674.75,13,Yes,1
2030,GE_CUST_0045,Germany,3772.72,10-01-2024 16:18,Fuel,Domestic,Laptop,4403.63,776.54,16,No,0
2149,GE_CUST_0038,Germany,39605.97,12-01-2024 04:00,Restaurants,International,Laptop,11096.05,2591.97,18,Yes,1
2087,GE_CUST_0022,Germany,11062.04,01-01-2024 17:03,Fashion,Domestic,POS,11416.87,1795.51,14,No,0
3118,SP_CUST_0079,Spain,19297.6,22-01-2024 11:58,Fashion,Domestic,Laptop,22017.22,4697.23,17,No,0
2551,GE_CUST_0021,Germany,8008.64,10-01-2024 17:21,Fashion,Domestic,Laptop,9423.64,1577.04,17,No,0
3359,SP_CUST_0001,Spain,19094.63,25-01-2024 02:25,Groceries,International,Tablet,5219.69,1433.3,17,Yes,1
178,IN_CUST_0071,India,42542.54,11-01-2024 02:22,Fuel,International,Tablet,11190.39,1886.93,20,Yes,1
3854,SP_CUST_0065,Spain,25682.43,18-01-2024 16:02,Restaurants,Domestic,Mobile,30470.98,10276.93,20,No,0
2779,GE_CUST_0046,Germany,100000,14-01-2024 01:13,Electronics,International,Tablet,21880,7108.7,10,Yes,1
791,IN_CUST_0016,India,25142.33,17-01-2024 15:43,Groceries,Domestic,Laptop,18725.79,3265.92,16,No,0
1335,FR_CUST_0039,France,100000,01-01-2024 03:19,Electronics,International,Laptop,38524.06,12649.07,13,Yes,1
679,IN_CUST_0054,India,100000,30-01-2024 02:05,Groceries,International,Laptop,39914.14,8116.79,10,Yes,1
3454,SP_CUST_0066,Spain,1872.99,30-01-2024 13:21,Travel,Domestic,Laptop,2312.48,687.31,17,No,0
3013,SP_CUST_0019,Spain,23991.29,02-01-2024 17:52,Fuel,Domestic,Laptop,23784.51,4615.36,17,No,0
1437,FR_CUST_0043,France,32510.85,30-01-2024 15:05,Groceries,Domestic,Mobile,30967.5,4886.29,19,No,0
97,IN_CUST_0049,India,100000,28-01-2024 02:02,Healthcare,International,Tablet,28312.57,5772.44,16,Yes,1
44,IN_CUST_0057,India,88841.14,29-01-2024 03:33,Fashion,International,Mobile,22175.51,5312.29,14,Yes,1
1815,FR_CUST_0032,France,26720.24,08-01-2024 19:41,Travel,Domestic,Mobile,31783.35,7494.42,19,No,0
1491,FR_CUST_0079,France,32099.36,29-01-2024 20:21,Restaurants,Domestic,Tablet,22971.33,7072.46,15,No,0
1229,FR_CUST_0061,France,32702.61,26-01-2024 12:00,Electronics,Domestic,Tablet,33819.95,6221.03,12,No,0
760,IN_CUST_0004,India,50481.08,28-01-2024 01:54,Fuel,International,POS,14680.93,2621.62,11,Yes,1
3627,SP_CUST_0051,Spain,45762.68,13-01-2024 01:09,Travel,International,Mobile,13856.05,4599.72,11,Yes,1
2019,GE_CUST_0026,Germany,22520,29-01-2024 23:19,Groceries,Domestic,Mobile,20432.77,5275.03,20,No,0
2750,GE_CUST_0079,Germany,26796.78,02-01-2024 10:25,Travel,Domestic,Tablet,24869.4,4051.23,10,No,0
3067,SP_CUST_0021,Spain,20764.49,10-01-2024 17:19,Groceries,Domestic,Laptop,17627.59,5922.67,14,No,0
26,IN_CUST_0012,India,3610.52,25-01-2024 16:03,Healthcare,Domestic,Mobile,3765.12,1022.26,13,No,0
2303,GE_CUST_0063,Germany,3531.38,13-01-2024 12:59,Fashion,Domestic,Tablet,4870.03,1536.57,13,No,0
1611,FR_CUST_0003,France,17504.03,02-01-2024 11:21,Groceries,Domestic,POS,16410.61,5190.24,9,No,0
680,IN_CUST_0045,India,31491.69,10-01-2024 03:21,Fashion,International,Laptop,6639.34,1469.02,9,Yes,1
1843,FR_CUST_0032,France,36672.19,26-01-2024 17:52,Travel,Domestic,Tablet,31783.35,7494.42,19,No,0
2645,GE_CUST_0008,Germany,100000,30-01-2024 02:51,Travel,International,Tablet,35487.81,5875.92,16,Yes,1
1223,FR_CUST_0047,France,67989,06-01-2024 02:31,Fashion,International,Laptop,18807.16,5481.9,19,Yes,1
782,IN_CUST_0066,India,12900.18,12-01-2024 15:03,Fashion,Domestic,Laptop,17107.74,4337.67,16,No,0
3668,SP_CUST_0026,Spain,10119.72,24-01-2024 22:09,Electronics,Domestic,POS,12030.51,4085.17,20,No,0
3814,SP_CUST_0028,Spain,3353.12,17-01-2024 16:01,Travel,Domestic,Mobile,2778.13,706.69,17,No,0
2339,GE_CUST_0079,Germany,29887.08,02-01-2024 09:22,Healthcare,Domestic,POS,24869.4,4051.23,10,No,0
1357,FR_CUST_0063,France,89328.26,13-01-2024 01:41,Restaurants,International,Laptop,28586.3,9079.9,14,Yes,1
1616,FR_CUST_0032,France,100000,23-01-2024 03:41,Electronics,International,Mobile,31783.35,7494.42,19,Yes,1
3128,SP_CUST_0022,Spain,100000,21-01-2024 02:53,Travel,International,Laptop,38612.4,12821.42,12,Yes,1
2383,GE_CUST_0013,Germany,61892.15,05-01-2024 04:20,Healthcare,International,Mobile,12905.5,2580.81,17,Yes,1
2148,GE_CUST_0019,Germany,19936.96,16-01-2024 19:19,Restaurants,Domestic,POS,20039.4,4041.52,20,No,0
884,IN_CUST_0026,India,1924.41,04-01-2024 07:01,Electronics,Domestic,Laptop,2594.18,608.8,9,No,0
383,IN_CUST_0038,India,22717.11,28-01-2024 08:50,Groceries,Domestic,Mobile,20064.07,5269.93,12,No,0
2836,GE_CUST_0060,Germany,12867.1,12-01-2024 16:27,Fashion,Domestic,Tablet,33302.29,10703.55,17,No,0
1338,FR_CUST_0013,France,41135.41,02-01-2024 16:29,Travel,Domestic,Laptop,35786.86,9510.76,14,No,0
2753,GE_CUST_0002,Germany,7025.46,05-01-2024 01:06,Travel,International,Tablet,2060.85,425.86,18,Yes,1
32,IN_CUST_0059,India,77513.24,01-01-2024 02:46,Fuel,International,POS,16046.87,3184.21,14,Yes,1
2182,GE_CUST_0064,Germany,16159.36,16-01-2024 03:17,Restaurants,International,Tablet,3335.97,884.08,14,Yes,1
2035,GE_CUST_0017,Germany,12370.48,16-01-2024 14:13,Fashion,Domestic,Mobile,18961.47,4932.6,15,No,0
3608,SP_CUST_0049,Spain,31210.47,09-01-2024 14:53,Electronics,Domestic,Tablet,33546.74,11409.99,15,No,0
611,IN_CUST_0024,India,100000,30-01-2024 04:56,Restaurants,International,Mobile,24296.54,8334.96,20,Yes,1
571,IN_CUST_0003,India,37309.6,10-01-2024 01:29,Fuel,International,Tablet,7927.79,1281.26,16,Yes,1
344,IN_CUST_0010,India,37684.66,13-01-2024 11:55,Fuel,Domestic,Mobile,39002.71,7666.15,11,No,0
1886,FR_CUST_0012,France,21992.83,15-01-2024 17:12,Travel,Domestic,Laptop,25005.65,5917.15,18,No,0
1651,FR_CUST_0025,France,100000,21-01-2024 04:22,Travel,International,Laptop,33303.16,5416.03,13,Yes,1
3039,SP_CUST_0023,Spain,36628.04,02-01-2024 02:26,Fuel,International,POS,8403.56,1311.67,16,Yes,1
2497,GE_CUST_0015,Germany,26743.53,09-01-2024 20:23,Travel,Domestic,POS,34467.18,10333.25,20,No,0
1048,FR_CUST_0045,France,50919.25,30-01-2024 11:43,Electronics,Domestic,Laptop,34848.46,9318.04,17,No,0
3629,SP_CUST_0057,Spain,79948.58,01-01-2024 04:55,Fashion,International,Mobile,16198.35,3508.28,13,Yes,1
1072,FR_CUST_0074,France,14557.91,18-01-2024 04:22,Groceries,International,POS,3140.99,1034.87,15,Yes,1
1812,FR_CUST_0017,France,82199.22,27-01-2024 01:23,Travel,International,Mobile,18144.33,6016.07,20,Yes,1
3487,SP_CUST_0035,Spain,5038.93,02-01-2024 14:24,Healthcare,Domestic,POS,4048.14,617.08,12,No,0
2536,GE_CUST_0075,Germany,66048.79,21-01-2024 04:51,Healthcare,International,Tablet,21696.11,5803.05,16,Yes,1
966,IN_CUST_0017,India,14375.45,20-01-2024 03:27,Fuel,International,Tablet,3306.76,1097.4,12,Yes,1
529,IN_CUST_0042,India,26147.39,10-01-2024 08:41,Groceries,Domestic,Mobile,25725.45,5379.88,13,No,0
177,IN_CUST_0061,India,84372.48,18-01-2024 03:33,Travel,International,Tablet,17155.33,5374.53,9,Yes,1
423,IN_CUST_0037,India,11416.03,12-01-2024 04:55,Healthcare,International,Mobile,2965.93,508.89,15,Yes,1
3369,SP_CUST_0032,Spain,1848.06,09-01-2024 17:38,Restaurants,Domestic,Tablet,2118.62,446.4,18,No,0
3242,SP_CUST_0039,Spain,97708.96,20-01-2024 01:32,Restaurants,International,Laptop,22150,4888.91,18,Yes,1
2020,GE_CUST_0069,Germany,10970.03,11-01-2024 13:24,Fuel,Domestic,Laptop,8759.43,2870.52,16,No,0
573,IN_CUST_0059,India,58256.22,12-01-2024 04:09,Travel,International,Laptop,16046.87,3184.21,14,Yes,1
3538,SP_CUST_0042,Spain,10860.48,28-01-2024 06:52,Fuel,Domestic,Laptop,10893.07,2915.17,9,No,0
289,IN_CUST_0028,India,7326.43,15-01-2024 10:28,Electronics,Domestic,POS,9556.01,2792.92,11,No,0
2659,GE_CUST_0064,Germany,15102.71,28-01-2024 01:20,Groceries,International,Tablet,3335.97,884.08,14,Yes,1
2922,GE_CUST_0030,Germany,54627.6,14-01-2024 15:47,Healthcare,Domestic,Mobile,37332.09,12676.96,16,No,0
2633,GE_CUST_0080,Germany,100000,21-01-2024 03:03,Fuel,International,Laptop,32127.92,10639.2,12,Yes,1
1591,FR_CUST_0014,France,96380.59,05-01-2024 02:34,Healthcare,International,Tablet,30814.16,6513.52,19,Yes,1
3943,SP_CUST_0033,Spain,18882.11,20-01-2024 14:04,Travel,Domestic,Mobile,19966.15,5698.85,15,No,0
2100,GE_CUST_0051,Germany,100000,18-01-2024 02:05,Healthcare,International,Mobile,32360.05,10051.27,20,Yes,1
1392,FR_CUST_0018,France,34475.58,10-01-2024 16:44,Fuel,Domestic,Laptop,30338.63,7936.14,18,No,0
2855,GE_CUST_0052,Germany,99486.24,16-01-2024 03:11,Healthcare,International,Laptop,27727.44,8613.32,18,Yes,1
1740,FR_CUST_0034,France,100000,06-01-2024 02:37,Groceries,International,Laptop,39853.99,12557.32,10,Yes,1
1730,FR_CUST_0071,France,9669.27,16-01-2024 18:02,Healthcare,Domestic,POS,10026.81,3234.64,16,No,0
1919,FR_CUST_0016,France,44016.4,12-01-2024 01:05,Electronics,International,POS,9044.17,2441.51,10,Yes,1
3101,SP_CUST_0019,Spain,86078.14,10-01-2024 01:33,Fuel,International,Laptop,23784.51,4615.36,17,Yes,1
371,IN_CUST_0047,India,100000,12-01-2024 01:58,Travel,International,Tablet,33084.56,10658.06,15,Yes,1
3293,SP_CUST_0057,Spain,11852.24,16-01-2024 11:52,Fuel,Domestic,Mobile,16198.35,3508.28,13,No,0
3713,SP_CUST_0057,Spain,9736.38,06-01-2024 14:32,Groceries,Domestic,Mobile,16198.35,3508.28,13,No,0
2635,GE_CUST_0038,Germany,41967.31,13-01-2024 02:10,Restaurants,International,Tablet,11096.05,2591.97,18,Yes,1
3412,SP_CUST_0021,Spain,14280.57,25-01-2024 15:13,Groceries,Domestic,Tablet,17627.59,5922.67,14,No,0
2070,GE_CUST_0019,Germany,21207.49,06-01-2024 20:16,Healthcare,Domestic,Mobile,20039.4,4041.52,20,No,0
142,IN_CUST_0004,India,16156.82,13-01-2024 07:21,Fuel,Domestic,Tablet,14680.93,2621.62,11,No,0
3356,SP_CUST_0039,Spain,18779.2,12-01-2024 19:09,Travel,Domestic,POS,22150,4888.91,18,No,0
492,IN_CUST_0013,India,74731.36,13-01-2024 03:23,Healthcare,International,POS,19118.97,2918.57,17,Yes,1
199,IN_CUST_0001,India,50875.2,14-01-2024 04:28,Fuel,International,Tablet,16232.52,5521.38,19,Yes,1
1789,FR_CUST_0030,France,4950.96,27-01-2024 13:27,Fuel,Domestic,Tablet,3279.7,1068.65,11,No,0
2527,GE_CUST_0032,Germany,44078.14,27-01-2024 04:13,Restaurants,International,Mobile,11723.16,2712.92,10,Yes,1
3925,SP_CUST_0060,Spain,78535.02,21-01-2024 02:51,Travel,International,POS,16003.67,2573.29,17,Yes,1
1457,FR_CUST_0033,France,96665.82,26-01-2024 03:04,Travel,International,POS,21539.64,6402.57,15,Yes,1
196,IN_CUST_0079,India,22986.21,24-01-2024 14:06,Healthcare,Domestic,Laptop,20453.32,4902.35,17,No,0
875,IN_CUST_0010,India,43008.38,18-01-2024 08:57,Groceries,Domestic,POS,39002.71,7666.15,11,No,0
2440,GE_CUST_0007,Germany,19364.32,30-01-2024 15:46,Fuel,Domestic,POS,22891.05,5504.63,16,No,0
3824,SP_CUST_0055,Spain,100000,24-01-2024 03:56,Travel,International,Mobile,34590.93,11397.77,10,Yes,1
841,IN_CUST_0075,India,100000,08-01-2024 01:10,Groceries,International,Laptop,26397.2,4403.79,16,Yes,1
582,IN_CUST_0031,India,100000,10-01-2024 01:56,Electronics,International,Laptop,25685.33,5552.64,15,Yes,1
3949,SP_CUST_0061,Spain,24311.08,14-01-2024 17:24,Travel,Domestic,Mobile,35670.81,10551.67,16,No,0
906,IN_CUST_0014,India,42795.18,19-01-2024 15:49,Groceries,Domestic,POS,38694.02,12060.13,17,No,0
632,IN_CUST_0041,India,48930.13,01-01-2024 02:13,Restaurants,International,Laptop,13010.56,2371.1,10,Yes,1
2577,GE_CUST_0003,Germany,11323.31,12-01-2024 19:35,Fashion,Domestic,Laptop,11125.76,2388.76,17,No,0
163,IN_CUST_0020,India,100000,14-01-2024 01:11,Fuel,International,POS,31455.05,10628.65,12,Yes,1
2074,GE_CUST_0019,Germany,83353.37,14-01-2024 04:57,Travel,International,POS,20039.4,4041.52,20,Yes,1
2081,GE_CUST_0071,Germany,100000,19-01-2024 04:43,Groceries,International,Laptop,32019.03,8896.78,15,Yes,1
1761,FR_CUST_0011,France,51516.62,14-01-2024 04:44,Healthcare,International,Mobile,16848.7,3062.01,15,Yes,1
2662,GE_CUST_0005,Germany,47864.76,07-01-2024 01:47,Electronics,International,Tablet,15535.37,4495.98,14,Yes,1
926,IN_CUST_0031,India,77846.84,12-01-2024 01:31,Restaurants,International,Tablet,25685.33,5552.64,15,Yes,1
1833,FR_CUST_0003,France,22466.5,21-01-2024 08:45,Restaurants,Domestic,Laptop,16410.61,5190.24,9,No,0
548,IN_CUST_0021,India,17963.52,13-01-2024 17:43,Restaurants,Domestic,POS,24720.2,8265.81,16,No,0
2294,GE_CUST_0057,Germany,26450.92,14-01-2024 07:32,Restaurants,Domestic,Tablet,32342.4,6579.51,11,No,0
1189,FR_CUST_0036,France,27236.65,25-01-2024 01:25,Travel,International,Tablet,5606.88,1961.17,19,Yes,1
2000,FR_CUST_0038,France,10026.7,23-01-2024 03:28,Healthcare,International,Tablet,2217.31,539.17,9,Yes,1
2098,GE_CUST_0001,Germany,100000,29-01-2024 02:00,Fuel,International,Laptop,29094.54,6495.57,15,Yes,1
612,IN_CUST_0068,India,9037.57,02-01-2024 18:53,Healthcare,Domestic,Mobile,9944.72,2568.62,18,No,0
2195,GE_CUST_0010,Germany,85616.02,12-01-2024 04:02,Restaurants,International,Laptop,21115.66,5963.54,10,Yes,1
3662,SP_CUST_0020,Spain,3367.98,14-01-2024 07:20,Fashion,Domestic,Laptop,3580.65,553.65,11,No,0
1508,FR_CUST_0062,France,35098.28,13-01-2024 18:04,Travel,Domestic,Laptop,28045.02,4346.79,19,No,0
1870,FR_CUST_0005,France,97608.74,09-01-2024 03:55,Groceries,International,Tablet,31366.76,8145.44,17,Yes,1
743,IN_CUST_0007,India,41614.25,13-01-2024 04:40,Travel,International,Laptop,8969.37,1891.18,14,Yes,1
638,IN_CUST_0044,India,30839.69,20-01-2024 19:49,Restaurants,Domestic,Tablet,17827.38,5823.42,18,No,0
3536,SP_CUST_0048,Spain,100000,12-01-2024 02:57,Electronics,International,POS,34032.11,8304.49,10,Yes,1
2016,GE_CUST_0068,Germany,24492.73,20-01-2024 02:58,Electronics,International,Tablet,7890.33,2232.1,17,Yes,1
3762,SP_CUST_0036,Spain,24978.34,23-01-2024 02:09,Travel,International,Mobile,4998.27,841.06,16,Yes,1
1098,FR_CUST_0039,France,100000,20-01-2024 03:05,Travel,International,Tablet,38524.06,12649.07,13,Yes,1
1484,FR_CUST_0042,France,12139.56,07-01-2024 03:12,Travel,International,POS,2651.69,883.86,9,Yes,1
49,IN_CUST_0010,India,47713.31,17-01-2024 12:15,Travel,Domestic,Tablet,39002.71,7666.15,11,No,0
1352,FR_CUST_0029,France,6724.03,14-01-2024 12:18,Healthcare,Domestic,Tablet,10254.77,2489.84,14,No,0
922,IN_CUST_0025,India,67958.68,29-01-2024 04:53,Electronics,International,Mobile,22622.45,4030.98,9,Yes,1
3563,SP_CUST_0030,Spain,34481.94,12-01-2024 12:41,Fuel,Domestic,Mobile,26592.38,7642.04,12,No,0
757,IN_CUST_0076,India,100000,24-01-2024 03:24,Travel,International,Tablet,31842.94,9036.95,11,Yes,1
2125,GE_CUST_0013,Germany,58590.29,01-01-2024 04:30,Fashion,International,Mobile,12905.5,2580.81,17,Yes,1
2367,GE_CUST_0055,Germany,76511.97,11-01-2024 01:49,Travel,International,Laptop,23706.09,7090.01,12,Yes,1
1468,FR_CUST_0044,France,7895.7,13-01-2024 02:40,Restaurants,International,Laptop,2203.15,743.97,13,Yes,1
3643,SP_CUST_0019,Spain,87464.19,10-01-2024 01:40,Fuel,International,Laptop,23784.51,4615.36,17,Yes,1
1695,FR_CUST_0059,France,23769.65,10-01-2024 19:36,Electronics,Domestic,POS,24773.48,4604.68,20,No,0
1323,FR_CUST_0069,France,20053.96,13-01-2024 02:12,Electronics,International,Laptop,4528.05,888.22,9,Yes,1
1177,FR_CUST_0013,France,36136.97,07-01-2024 13:32,Fashion,Domestic,POS,35786.86,9510.76,14,No,0
1948,FR_CUST_0032,France,100000,17-01-2024 04:27,Travel,International,Mobile,31783.35,7494.42,19,Yes,1
1214,FR_CUST_0074,France,10534.23,28-01-2024 04:17,Fashion,International,Laptop,3140.99,1034.87,15,Yes,1
3934,SP_CUST_0036,Spain,4419.04,09-01-2024 16:38,Fashion,Domestic,Laptop,4998.27,841.06,16,No,0
2534,GE_CUST_0049,Germany,67715.5,21-01-2024 01:16,Healthcare,International,Laptop,22123.76,5092.37,18,Yes,1
2288,GE_CUST_0031,Germany,17785.93,17-01-2024 21:05,Fashion,Domestic,Tablet,14843.95,4918.89,15,No,0
2782,GE_CUST_0049,Germany,88342.38,24-01-2024 04:59,Fashion,International,Laptop,22123.76,5092.37,18,Yes,1
2678,GE_CUST_0059,Germany,20876.83,18-01-2024 07:24,Groceries,Domestic,Laptop,20931.55,4976.13,10,No,0
1071,FR_CUST_0079,France,29009.86,27-01-2024 11:42,Travel,Domestic,Tablet,22971.33,7072.46,15,No,0
3730,SP_CUST_0076,Spain,26358.93,06-01-2024 14:02,Fuel,Domestic,POS,32776.7,7933.32,13,No,0
2831,GE_CUST_0033,Germany,30735.06,05-01-2024 14:26,Restaurants,Domestic,Laptop,30741.53,9493.81,14,No,0
2442,GE_CUST_0024,Germany,61300.94,15-01-2024 02:22,Healthcare,International,Tablet,16108.29,4032.55,11,Yes,1
3604,SP_CUST_0052,Spain,100000,02-01-2024 04:09,Electronics,International,Laptop,25112.1,4871.75,15,Yes,1
1715,FR_CUST_0075,France,100000,17-01-2024 03:14,Healthcare,International,POS,25521.68,8630.27,13,Yes,1
3022,SP_CUST_0048,Spain,52383.83,07-01-2024 08:18,Restaurants,Domestic,Tablet,34032.11,8304.49,10,No,0
2197,GE_CUST_0039,Germany,7704.26,24-01-2024 16:52,Healthcare,Domestic,POS,7691.53,1254.61,13,No,0
1150,FR_CUST_0077,France,18385.27,19-01-2024 08:40,Groceries,Domestic,POS,18544.96,4250.36,9,No,0
3087,SP_CUST_0008,Spain,39265.76,25-01-2024 02:31,Travel,International,Tablet,9504.48,3157,16,Yes,1
2229,GE_CUST_0059,Germany,93165.41,15-01-2024 02:36,Groceries,International,Mobile,20931.55,4976.13,10,Yes,1
2964,GE_CUST_0030,Germany,100000,04-01-2024 02:41,Groceries,International,Laptop,37332.09,12676.96,16,Yes,1
2610,GE_CUST_0043,Germany,100000,14-01-2024 04:57,Fuel,International,Mobile,30288.8,5463.98,9,Yes,1
1552,FR_CUST_0080,France,11310.29,01-01-2024 13:18,Fashion,Domestic,Mobile,10010.14,1960.72,12,No,0
2555,GE_CUST_0019,Germany,94951.55,01-01-2024 01:58,Electronics,International,Mobile,20039.4,4041.52,20,Yes,1
1289,FR_CUST_0015,France,46284.9,08-01-2024 02:40,Fashion,International,POS,12295.82,2341.75,19,Yes,1
3862,SP_CUST_0001,Spain,4553.48,29-01-2024 14:50,Restaurants,Domestic,Mobile,5219.69,1433.3,17,No,0
2808,GE_CUST_0046,Germany,28013.93,16-01-2024 09:01,Electronics,Domestic,Tablet,21880,7108.7,10,No,0
1642,FR_CUST_0021,France,57022.98,26-01-2024 03:01,Fashion,International,Mobile,12333.95,3558,11,Yes,1
868,IN_CUST_0014,India,100000,24-01-2024 04:00,Groceries,International,Tablet,38694.02,12060.13,17,Yes,1
927,IN_CUST_0023,India,17516.75,28-01-2024 12:30,Restaurants,Domestic,POS,34092.29,10209.41,13,No,0
3211,SP_CUST_0005,Spain,7184.8,09-01-2024 07:26,Electronics,Domestic,Laptop,7887.79,2522.57,9,No,0
998,IN_CUST_0013,India,78734.19,27-01-2024 01:11,Healthcare,International,Mobile,19118.97,2918.57,17,Yes,1
3021,SP_CUST_0001,Spain,6789.99,16-01-2024 17:53,Healthcare,Domestic,Mobile,5219.69,1433.3,17,No,0
1830,FR_CUST_0039,France,46562.93,17-01-2024 13:51,Travel,Domestic,Tablet,38524.06,12649.07,13,No,0
1133,FR_CUST_0006,France,100000,22-01-2024 03:13,Restaurants,International,POS,24078.57,5663.62,18,Yes,1
1341,FR_CUST_0074,France,10287.56,13-01-2024 01:36,Electronics,International,Mobile,3140.99,1034.87,15,Yes,1
3675,SP_CUST_0019,Spain,86934.63,30-01-2024 03:28,Groceries,International,Mobile,23784.51,4615.36,17,Yes,1
211,IN_CUST_0035,India,38840.14,19-01-2024 15:02,Healthcare,Domestic,Laptop,30909.83,8106.27,15,No,0
3980,SP_CUST_0050,Spain,3738.83,19-01-2024 18:22,Travel,Domestic,Tablet,6720.99,1787.1,15,No,0
60,IN_CUST_0022,India,30289.18,14-01-2024 15:31,Fashion,Domestic,Laptop,23676.87,6017.88,16,No,0
3671,SP_CUST_0039,Spain,23675.39,04-01-2024 19:51,Restaurants,Domestic,Laptop,22150,4888.91,18,No,0
2620,GE_CUST_0020,Germany,67467.36,19-01-2024 02:40,Fashion,International,Mobile,22400.65,7556.05,19,Yes,1
3898,SP_CUST_0070,Spain,40170.38,04-01-2024 10:26,Fashion,Domestic,Mobile,38456.43,7369.1,13,No,0
3947,SP_CUST_0066,Spain,7492.16,19-01-2024 02:26,Electronics,International,POS,2312.48,687.31,17,Yes,1
766,IN_CUST_0047,India,27660,18-01-2024 15:43,Electronics,Domestic,Tablet,33084.56,10658.06,15,No,0
2103,GE_CUST_0050,Germany,58596.55,06-01-2024 04:53,Healthcare,International,Mobile,15364.97,3974.87,12,Yes,1
3230,SP_CUST_0039,Spain,75419.31,21-01-2024 04:02,Restaurants,International,Mobile,22150,4888.91,18,Yes,1
1079,FR_CUST_0079,France,13761.3,30-01-2024 14:39,Electronics,Domestic,Mobile,22971.33,7072.46,15,No,0
2660,GE_CUST_0034,Germany,100000,17-01-2024 04:46,Groceries,International,Tablet,36000.41,7327.3,12,Yes,1
3743,SP_CUST_0008,Spain,29734.49,12-01-2024 01:06,Groceries,International,POS,9504.48,3157,16,Yes,1
2045,GE_CUST_0040,Germany,45081.02,12-01-2024 04:19,Travel,International,Tablet,13254.72,3505.3,9,Yes,1
2067,GE_CUST_0044,Germany,100000,14-01-2024 04:11,Fashion,International,Mobile,26561.87,8623.64,19,Yes,1
583,IN_CUST_0053,India,21166.32,10-01-2024 06:17,Groceries,Domestic,Laptop,20895.44,4391.71,9,No,0
2124,GE_CUST_0026,Germany,25657.25,06-01-2024 20:21,Travel,Domestic,Mobile,20432.77,5275.03,20,No,0
3529,SP_CUST_0032,Spain,2342.62,29-01-2024 18:14,Fashion,Domestic,Laptop,2118.62,446.4,18,No,0
3617,SP_CUST_0072,Spain,14966.72,28-01-2024 05:31,Electronics,Domestic,Laptop,21730.62,7576.28,9,No,0
941,IN_CUST_0039,India,42957.96,22-01-2024 21:06,Fashion,Domestic,Mobile,36487.53,7292.34,19,No,0
1081,FR_CUST_0050,France,100000,09-01-2024 04:34,Fuel,International,POS,25504.03,7054.78,13,Yes,1
188,IN_CUST_0061,India,77001.69,16-01-2024 01:28,Travel,International,Laptop,17155.33,5374.53,9,Yes,1
3106,SP_CUST_0061,Spain,100000,03-01-2024 04:00,Travel,International,Laptop,35670.81,10551.67,16,Yes,1
2311,GE_CUST_0004,Germany,11072.98,23-01-2024 14:42,Fuel,Domestic,Laptop,17327.84,4943.54,12,No,0
2677,GE_CUST_0038,Germany,34648.5,28-01-2024 01:26,Electronics,International,Laptop,11096.05,2591.97,18,Yes,1
3095,SP_CUST_0022,Spain,55011.51,07-01-2024 07:28,Healthcare,Domestic,Mobile,38612.4,12821.42,12,No,0
3820,SP_CUST_0004,Spain,100000,20-01-2024 03:03,Healthcare,International,Mobile,35035.41,8641.91,15,Yes,1
1601,FR_CUST_0016,France,29009.29,19-01-2024 03:34,Travel,International,POS,9044.17,2441.51,10,Yes,1
3857,SP_CUST_0063,Spain,20426.56,04-01-2024 17:20,Fuel,Domestic,POS,17839.72,4674.75,13,No,0
227,IN_CUST_0016,India,81763.68,21-01-2024 03:53,Electronics,International,Tablet,18725.79,3265.92,16,Yes,1
1613,FR_CUST_0069,France,5039.38,05-01-2024 09:47,Restaurants,Domestic,Laptop,4528.05,888.22,9,No,0
